user_id,session_id,timestamp,page_url,referrer
1585,6144,2026-02-03 09:47:49.935655,/faq,twitter.com
1863,6765,2026-02-09 17:49:49.935667,/cart,Direct
1017,5610,2026-02-20 00:01:49.935678,/products,email
1139,5857,2026-02-26 17:55:49.935697,/faq,email
1114,6026,2026-02-03 02:24:49.935710,/home,linkedin.com
1327,5897,2026-02-27 01:03:49.935721,/about,google.com
1224,5772,2026-02-02 02:00:49.935732,/faq,linkedin.com
1557,5444,2026-02-27 04:36:49.935744,/product-details,facebook.com
1438,6277,2026-02-06 00:31:49.935755,/product-details,email
1549,5019,2026-02-25 12:19:49.935767,/product-details,google.com
1717,6227,2026-02-02 11:29:49.935778,/faq,twitter.com
1385,5805,2026-02-06 05:58:49.935790,/product-details,email
1520,6999,2026-02-27 12:18:49.935801,/products,instagram.com
1252,6380,2026-02-12 05:54:49.935812,/order-confirmation,linkedin.com
1619,5127,2026-02-13 14:56:49.935824,/faq,youtube.com
1900,5357,2026-02-27 03:48:49.935835,/product-details,linkedin.com
1097,6315,2026-02-15 16:36:49.935847,/home,youtube.com
1786,6197,2026-02-09 14:03:49.935858,/faq,facebook.com
1070,6756,2026-02-03 20:28:49.935869,/blog,twitter.com
1550,6378,2026-02-19 22:17:49.935881,/order-confirmation,linkedin.com
1809,5880,2026-02-04 15:19:49.935892,/order-confirmation,youtube.com
1912,6060,2026-02-02 21:09:49.935904,/faq,instagram.com
1446,6333,2026-02-27 04:49:49.935916,/blog,linkedin.com
1089,6684,2026-03-03 15:12:49.935927,/products,facebook.com
1429,5916,2026-02-22 05:08:49.935938,/faq,instagram.com
1218,6627,2026-02-03 03:40:49.935950,/blog,Direct
1106,6605,2026-02-18 14:01:49.935961,/product-details,Direct
1475,6107,2026-02-14 13:29:49.935972,/product-details,linkedin.com
1915,5509,2026-02-15 08:23:49.935984,/product-details,google.com
1453,5443,2026-02-06 06:26:49.935995,/home,google.com
1903,6443,2026-02-02 14:01:49.936007,/faq,google.com
1607,6228,2026-02-23 09:48:49.936018,/about,google.com
1914,6511,2026-02-05 19:02:49.936030,/faq,youtube.com
1543,5778,2026-02-19 05:23:49.936041,/about,email
1125,6111,2026-02-08 12:27:49.936052,/products,linkedin.com
1146,5251,2026-02-11 12:42:49.936064,/order-confirmation,instagram.com
1279,6746,2026-02-27 07:28:49.936075,/cart,facebook.com
1023,6878,2026-02-28 23:17:49.936087,/about,facebook.com
1951,6054,2026-02-16 12:34:49.936098,/about,youtube.com
1720,6892,2026-02-15 09:20:49.936110,/cart,google.com
1119,5420,2026-02-07 17:20:49.936121,/product-details,Direct
1785,6851,2026-02-27 04:03:49.936132,/about,twitter.com
1651,5060,2026-02-09 03:29:49.936144,/blog,google.com
1296,5578,2026-02-07 13:11:49.936155,/cart,google.com
1854,6249,2026-02-01 23:03:49.936166,/order-confirmation,linkedin.com
1943,6948,2026-02-01 20:04:49.936178,/about,youtube.com
1081,6986,2026-02-06 18:39:49.936189,/faq,Direct
1447,6358,2026-02-04 21:03:49.936201,/product-details,twitter.com
1911,6862,2026-02-28 04:11:49.936212,/checkout,instagram.com
1719,5578,2026-02-13 04:43:49.936224,/home,instagram.com
1995,5639,2026-02-25 02:21:49.936235,/order-confirmation,twitter.com
1918,5110,2026-02-11 20:54:49.936247,/checkout,twitter.com
1469,5490,2026-02-16 23:59:49.936258,/about,youtube.com
1422,6295,2026-02-27 13:40:49.936269,/blog,instagram.com
1544,6836,2026-02-06 19:53:49.936281,/cart,google.com
1023,5033,2026-02-11 11:59:49.936293,/blog,youtube.com
1060,5211,2026-02-08 23:55:49.936304,/order-confirmation,email
1822,6323,2026-02-25 02:59:49.936315,/checkout,google.com
1700,6396,2026-02-22 09:38:49.936327,/products,linkedin.com
1083,5124,2026-02-06 11:17:49.936338,/home,Direct
1224,6126,2026-02-09 05:41:49.936350,/contact,twitter.com
1990,6741,2026-02-14 01:40:49.936361,/order-confirmation,google.com
1679,6143,2026-02-23 05:54:49.936373,/about,google.com
1185,6705,2026-02-19 23:14:49.936384,/order-confirmation,Direct
1374,6570,2026-02-25 02:39:49.936396,/faq,twitter.com
1071,5893,2026-02-24 06:43:49.936407,/about,Direct
1073,5330,2026-02-14 14:47:49.936419,/blog,Direct
1896,6781,2026-02-03 11:14:49.936430,/checkout,instagram.com
1340,6875,2026-02-13 08:04:49.936442,/home,Direct
1152,6949,2026-02-19 15:30:49.936453,/home,youtube.com
1095,6332,2026-02-11 23:45:49.936465,/blog,youtube.com
1564,6593,2026-02-07 03:48:49.936476,/checkout,youtube.com
1444,5411,2026-02-28 09:52:49.936488,/products,twitter.com
1685,6422,2026-02-13 03:58:49.936499,/product-details,google.com
1109,5933,2026-02-25 06:26:49.936510,/home,google.com
1457,6329,2026-02-13 09:49:49.936522,/order-confirmation,instagram.com
1827,6676,2026-02-19 03:02:49.936533,/order-confirmation,twitter.com
1050,6646,2026-02-03 20:24:49.936545,/product-details,youtube.com
1376,6186,2026-02-24 07:13:49.936556,/product-details,google.com
1764,6646,2026-03-03 13:39:49.936568,/about,Direct
1072,5663,2026-02-03 23:27:49.936579,/home,youtube.com
1211,6911,2026-02-08 15:14:49.936596,/checkout,youtube.com
1431,6088,2026-02-11 09:54:49.936607,/product-details,facebook.com
1723,6641,2026-02-20 03:20:49.936619,/checkout,youtube.com
1762,6239,2026-02-19 01:31:49.936630,/cart,facebook.com
1167,5602,2026-02-15 18:31:49.936641,/order-confirmation,email
1774,6937,2026-02-21 11:16:49.936653,/blog,youtube.com
1330,6977,2026-02-28 21:32:49.936664,/products,email
1980,5025,2026-02-06 22:05:49.936675,/faq,youtube.com
1741,5668,2026-02-22 23:38:49.936687,/contact,youtube.com
1750,5583,2026-02-17 14:59:49.936699,/products,facebook.com
1786,6067,2026-02-09 18:49:49.936710,/cart,facebook.com
1493,6113,2026-02-15 16:55:49.936722,/blog,email
1142,6156,2026-02-21 04:42:49.936733,/cart,Direct
1581,6184,2026-02-16 08:14:49.936744,/about,google.com
1444,6767,2026-02-19 16:24:49.936756,/checkout,email
1823,5379,2026-02-11 07:54:49.936767,/products,instagram.com
1393,6284,2026-02-04 12:26:49.936778,/contact,email
1511,6406,2026-02-23 22:24:49.936790,/faq,Direct
1685,5368,2026-02-04 11:11:49.936801,/faq,google.com
1847,6134,2026-02-27 18:35:49.936812,/products,twitter.com
1620,6699,2026-02-23 14:59:49.936824,/product-details,google.com
1714,6100,2026-02-12 03:24:49.936835,/faq,google.com
1696,5208,2026-02-16 03:06:49.936847,/about,google.com
1802,6036,2026-03-01 10:34:49.936858,/checkout,Direct
1327,6944,2026-02-13 11:05:49.936869,/faq,google.com
1603,6593,2026-02-07 14:42:49.936881,/product-details,youtube.com
1258,6921,2026-02-07 21:53:49.936892,/products,email
1833,6879,2026-02-19 10:57:49.936904,/order-confirmation,google.com
1436,6571,2026-02-08 14:58:49.936915,/faq,email
1717,5024,2026-03-02 22:20:49.936926,/home,twitter.com
1563,5545,2026-02-16 23:41:49.936937,/contact,twitter.com
1348,6163,2026-02-10 17:53:49.936949,/checkout,facebook.com
1692,5274,2026-02-04 23:39:49.936960,/checkout,linkedin.com
1949,6393,2026-03-03 14:11:49.936972,/products,email
1814,5873,2026-03-01 15:31:49.936983,/about,email
1514,5221,2026-02-15 17:46:49.936994,/checkout,email
1448,6060,2026-02-03 23:47:49.937005,/contact,Direct
1398,5874,2026-02-27 10:49:49.937017,/checkout,google.com
1595,6152,2026-02-10 17:15:49.937028,/blog,facebook.com
1213,6339,2026-02-11 11:42:49.937039,/checkout,facebook.com
1545,6346,2026-02-21 21:35:49.937051,/product-details,Direct
1561,6456,2026-02-11 02:43:49.937062,/products,linkedin.com
1288,5217,2026-02-18 15:01:49.937074,/checkout,facebook.com
1840,6870,2026-02-19 03:48:49.937085,/faq,facebook.com
1258,6965,2026-02-02 15:03:49.937096,/faq,Direct
1257,6271,2026-02-24 14:24:49.937108,/checkout,instagram.com
1387,5110,2026-02-24 09:26:49.937119,/order-confirmation,facebook.com
1783,5815,2026-02-06 13:58:49.937130,/products,twitter.com
1693,6755,2026-02-10 12:53:49.937142,/checkout,youtube.com
1544,5707,2026-02-14 04:51:49.937154,/home,facebook.com
1264,5146,2026-02-10 04:47:49.937166,/product-details,Direct
1312,6367,2026-02-01 23:04:49.937177,/product-details,Direct
1039,6532,2026-02-16 17:37:49.937188,/product-details,linkedin.com
1997,6528,2026-02-26 19:38:49.937200,/product-details,youtube.com
1819,5551,2026-03-02 05:01:49.937211,/contact,instagram.com
1209,5133,2026-02-25 09:52:49.937223,/home,instagram.com
1271,5463,2026-03-02 10:02:49.937234,/order-confirmation,linkedin.com
1135,5863,2026-03-01 22:22:49.937246,/order-confirmation,linkedin.com
1598,6214,2026-02-16 21:18:49.937257,/home,twitter.com
1059,6186,2026-02-12 10:19:49.937268,/home,email
1509,5455,2026-02-08 00:52:49.937280,/product-details,youtube.com
1675,6084,2026-02-01 17:10:49.937291,/contact,twitter.com
1514,6028,2026-02-12 23:47:49.937302,/order-confirmation,facebook.com
1014,6060,2026-02-03 12:42:49.937313,/cart,instagram.com
1613,5459,2026-02-07 23:42:49.937325,/checkout,twitter.com
1254,6240,2026-02-14 20:28:49.937336,/faq,facebook.com
1736,6760,2026-02-27 14:46:49.937348,/product-details,google.com
1721,6751,2026-02-11 14:39:49.937359,/order-confirmation,facebook.com
1534,5138,2026-02-02 05:09:49.937371,/order-confirmation,youtube.com
1234,5617,2026-02-16 05:01:49.937382,/order-confirmation,twitter.com
1130,6122,2026-02-16 16:57:49.937393,/blog,email
1669,5679,2026-02-16 04:58:49.937405,/faq,youtube.com
1684,5960,2026-02-16 08:48:49.937416,/contact,facebook.com
1016,6287,2026-02-24 11:56:49.937428,/order-confirmation,youtube.com
1881,5598,2026-02-07 13:20:49.937439,/products,youtube.com
1953,5595,2026-02-28 21:54:49.937450,/cart,google.com
1825,6247,2026-02-12 21:31:49.937462,/order-confirmation,email
1991,5010,2026-02-26 22:24:49.937473,/blog,email
1877,5326,2026-02-21 18:31:49.937484,/products,twitter.com
1184,6721,2026-02-26 15:47:49.937496,/order-confirmation,facebook.com
1390,6373,2026-02-23 04:26:49.937507,/faq,twitter.com
1422,5378,2026-02-18 14:03:49.937519,/faq,linkedin.com
1845,6967,2026-02-18 03:25:49.937530,/faq,linkedin.com
1441,5230,2026-02-23 00:55:49.937542,/about,facebook.com
1695,6164,2026-02-10 00:56:49.937557,/contact,Direct
1654,5617,2026-02-02 05:04:49.937568,/blog,twitter.com
1555,5764,2026-02-02 23:26:49.937580,/checkout,email
1011,6979,2026-02-28 15:44:49.937591,/blog,twitter.com
1519,5048,2026-02-15 13:00:49.937603,/blog,linkedin.com
1079,5450,2026-02-17 00:56:49.937614,/about,linkedin.com
1808,6798,2026-02-10 02:26:49.937626,/products,youtube.com
1673,5490,2026-02-03 17:38:49.937638,/contact,twitter.com
1301,6228,2026-02-08 14:07:49.937649,/checkout,twitter.com
1215,6892,2026-02-06 01:53:49.937662,/contact,linkedin.com
1247,6432,2026-02-07 21:45:49.937673,/products,facebook.com
1540,5406,2026-03-01 01:29:49.937685,/about,email
1271,6074,2026-02-18 05:05:49.937703,/checkout,instagram.com
1132,5174,2026-02-04 03:34:49.937714,/cart,youtube.com
1004,6760,2026-02-06 10:17:49.937726,/faq,facebook.com
1755,6284,2026-02-13 01:27:49.937737,/order-confirmation,email
1541,5479,2026-02-09 11:24:49.937749,/checkout,google.com
1628,6757,2026-02-22 08:55:49.937760,/order-confirmation,Direct
1689,5222,2026-02-15 09:30:49.937771,/blog,email
1772,5268,2026-02-06 04:27:49.937783,/home,facebook.com
1746,5809,2026-02-15 03:32:49.937794,/home,facebook.com
1140,5892,2026-02-07 12:42:49.937805,/order-confirmation,twitter.com
1482,5900,2026-03-01 07:07:49.937816,/products,youtube.com
1304,5918,2026-02-14 01:16:49.937828,/contact,google.com
1344,5317,2026-02-16 18:18:49.937839,/about,youtube.com
1561,5384,2026-02-17 08:12:49.937850,/order-confirmation,twitter.com
1269,6609,2026-02-15 04:33:49.937862,/cart,email
1107,5625,2026-02-22 07:15:49.937873,/blog,linkedin.com
1557,6242,2026-02-25 20:26:49.937884,/about,youtube.com
1473,6077,2026-03-01 15:53:49.937896,/about,twitter.com
1081,6223,2026-02-19 10:15:49.937907,/checkout,email
1637,6907,2026-02-07 14:59:49.937918,/home,instagram.com
1083,5642,2026-02-09 19:46:49.937930,/products,Direct
1289,6362,2026-02-25 17:04:49.937941,/contact,email
1070,5703,2026-02-28 05:22:49.937952,/checkout,email
1174,6714,2026-02-07 17:43:49.937964,/products,instagram.com
1827,6921,2026-02-09 13:01:49.937975,/checkout,email
1841,5304,2026-02-24 11:16:49.937987,/contact,twitter.com
1462,6822,2026-02-08 10:50:49.937998,/cart,Direct
1848,6775,2026-02-12 05:48:49.938009,/product-details,facebook.com
1394,6268,2026-02-17 09:58:49.938021,/checkout,youtube.com
1865,5841,2026-02-14 16:14:49.938032,/about,google.com
1090,6652,2026-02-13 14:37:49.938044,/products,email
1468,6231,2026-02-21 08:26:49.938055,/home,instagram.com
1862,6747,2026-02-13 03:08:49.938066,/checkout,google.com
1433,5510,2026-02-27 10:26:49.938078,/about,twitter.com
1248,6282,2026-02-10 12:33:49.938089,/contact,Direct
1643,6403,2026-02-12 15:32:49.938100,/contact,linkedin.com
1680,5162,2026-02-15 04:05:49.938111,/faq,youtube.com
1954,5737,2026-03-03 02:14:49.938123,/blog,youtube.com
1571,5340,2026-02-27 05:16:49.938134,/home,email
1880,5931,2026-02-19 05:49:49.938146,/about,facebook.com
1848,6599,2026-03-03 10:02:49.938157,/faq,Direct
1240,6951,2026-02-08 06:47:49.938168,/contact,linkedin.com
1701,6781,2026-02-09 06:08:49.938180,/order-confirmation,google.com
1495,5529,2026-03-02 03:12:49.938191,/faq,google.com
1339,5033,2026-03-01 20:51:49.938202,/cart,facebook.com
1792,6847,2026-02-27 07:35:49.938215,/about,linkedin.com
1743,5997,2026-02-23 05:37:49.938227,/product-details,linkedin.com
1470,5322,2026-02-08 09:57:49.938238,/products,facebook.com
1462,6204,2026-02-28 23:47:49.938249,/order-confirmation,Direct
1800,6986,2026-02-02 04:02:49.938261,/products,instagram.com
1274,5346,2026-02-17 18:56:49.938272,/order-confirmation,Direct
1824,6729,2026-02-21 07:18:49.938283,/faq,youtube.com
1014,6215,2026-02-20 13:17:49.938295,/product-details,google.com
1040,6602,2026-03-03 08:30:49.938306,/products,email
1964,5720,2026-02-04 08:41:49.938318,/contact,Direct
1207,6901,2026-02-23 11:38:49.938329,/cart,email
1059,6702,2026-02-04 13:31:49.938341,/cart,twitter.com
1364,6269,2026-02-27 11:33:49.938352,/about,Direct
1239,5244,2026-02-05 02:26:49.938363,/contact,youtube.com
1607,5677,2026-02-02 12:27:49.938375,/blog,Direct
1789,6831,2026-02-19 06:27:49.938386,/faq,linkedin.com
1938,5914,2026-02-14 08:44:49.938397,/contact,youtube.com
1159,5722,2026-02-25 08:38:49.938409,/cart,email
1396,6003,2026-02-13 10:19:49.938420,/products,youtube.com
1933,5132,2026-02-09 01:19:49.938432,/faq,twitter.com
1793,6220,2026-02-06 23:19:49.938443,/checkout,email
1499,5909,2026-02-16 17:50:49.938455,/about,google.com
1208,6370,2026-02-17 19:12:49.938466,/products,facebook.com
1132,5048,2026-02-23 21:13:49.938477,/cart,Direct
1380,6087,2026-02-13 10:46:49.938489,/order-confirmation,instagram.com
1432,6647,2026-03-01 09:01:49.938500,/contact,linkedin.com
1608,6891,2026-02-24 06:00:49.938511,/faq,linkedin.com
1730,6720,2026-02-17 01:23:49.938522,/order-confirmation,facebook.com
1388,6127,2026-03-02 20:22:49.938537,/order-confirmation,instagram.com
1996,6954,2026-02-25 12:23:49.938549,/order-confirmation,Direct
1582,5212,2026-02-26 15:15:49.938560,/cart,instagram.com
1431,6540,2026-02-04 17:19:49.938572,/product-details,linkedin.com
1273,5118,2026-02-02 12:30:49.938583,/home,email
1350,5855,2026-03-02 06:47:49.938594,/products,facebook.com
1133,5760,2026-02-05 06:19:49.938606,/products,instagram.com
1065,5678,2026-02-10 10:39:49.938617,/faq,instagram.com
1638,5894,2026-02-17 12:07:49.938629,/about,facebook.com
1204,6265,2026-02-07 19:56:49.938640,/order-confirmation,email
1297,5279,2026-02-17 08:47:49.938651,/contact,youtube.com
1116,5423,2026-02-03 01:48:49.938663,/blog,facebook.com
1947,5362,2026-02-20 03:50:49.938674,/checkout,facebook.com
1266,6020,2026-02-04 21:01:49.938686,/product-details,linkedin.com
